artificial_physical_objectLabel,material_usedLabel,subclass_ofLabel,useLabel,has_partLabel
Ridgid R6300,,Impact wrench,,chuck
Husky H4103,,Impact wrench,,chuck
DeWalt DW292,,Impact wrench,,chuck
Husky H4140,,Impact wrench,,chuck
Ingersoll-Rand 231G,,Impact wrench,,chuck
Hitachi D10VH,,power tool,,chuck
Hitachi D13VF,,power tool,,chuck
Skil 6265,,power tool,,chuck
Milwaukee 0375-1,,power tool,,chuck
DeWalt DW130,,power tool,,chuck
DeWalt DW235G,,power tool,,chuck
Black and Decker DR501,,power tool,,chuck
Black and Decker DR211,,power tool,,chuck
Global Machinery Company RAD45KUL,,power tool,,chuck
Makita 6408,,power tool,,chuck
Makita 6303H,,power tool,,chuck
Milwaukee 0299-20,,power tool,,chuck
Milwaukee 0300-20,,power tool,,chuck
Milwaukee 0302-20,,power tool,,chuck
DeWalt DW290,,power tool,,chuck
Kobalt,,power tool,,chuck
Ridgid R6300,,power tool,,chuck
Husky H4103,,power tool,,chuck
DeWalt DW292,,power tool,,chuck
Husky H4140,,power tool,,chuck
Bosch 11235EVS,,power tool,,chuck
Ingersoll-Rand 231G,,power tool,,chuck
Bosch 1194AVSR,,power tool,,chuck
Hitachi FDV16VB2,,power tool,,chuck
Porter Cable PC650HD,,power tool,,chuck
Bosch 1199VSR,,power tool,,chuck
Bosch 1191VSRK,,power tool,,chuck
Black and Decker DR601,,power tool,,chuck
Craftsman 315-265670,,power tool,,chuck
Black and Decker FS6000HD,,power tool,,chuck
Bosch 11236VS,,power tool,,chuck
Makita HP1501,,power tool,,chuck
Bosch 11255VSR,,power tool,,chuck
DeWalt DW505,,power tool,,chuck
Bosch 11224VSR,,power tool,,chuck
Hitachi DH24PE,,power tool,,chuck
Bosch 11258VSR,,power tool,,chuck
DeWalt D25103,,power tool,,chuck
front of house,,theater space,,Cloakroom
electric locomotive,,electric vehicle,,coachwork
electric locomotive,,electric vehicle,,coachwork
electric locomotive,,locomotive,,coachwork
electric locomotive,,locomotive,,coachwork
tramcar,,motor vehicle,,coachwork
tramcar,,motor vehicle,,coachwork
rail motor coach,,railmotor,,coachwork
rail motor coach,,railmotor,,coachwork
tramcar,,railroad car,,coachwork
tramcar,,railroad car,,coachwork
tramcar,,rolling stock,,coachwork
tramcar,,rolling stock,,coachwork
crane,,material-handling equipment,,cockpit
colonnade,,architectural structure,,column
colonnade,,building component,,column
rocket engine,,internal combustion engine,,combustion chamber
Commodore 64,,home computer,,Commodore Datasette
machine language,,artificial language,,communications protocol
machine language,,communication,,communications protocol
machine language,,tool,,communications protocol
brushed DC electric motor,,electric motor,,commutator
container ship,,cargo ship,,compass deck
container ship,,cargo ship,,compass deck
GBU-43/B Massive Ordnance Air Blast bomb,,guided bomb,,Composition H6
GBU-43/B Massive Ordnance Air Blast bomb,,guided bomb,,Composition H6
NÖLB 10 to 12,,steam railcar,,compound steam engine
NÖLB 10 to 12,,steam railcar,,compound steam engine
robot,,machine,,computer
personal computer,,computer,,computer case
computer,,electrical apparatus,,computer hardware
computer,,tool,,computer hardware
personal computer,,computer,,computer keyboard
laptop,,mobile device,,computer keyboard
laptop,,personal computer,,computer keyboard
personal computer,,computer,,computer memory
personal computer,,computer,,computer monitor
laptop,,mobile device,,computer monitor
laptop,,personal computer,,computer monitor
reciprocating engine,,engine-generator,,connecting rod
reciprocating engine,,internal combustion engine,,connecting rod
reciprocating engine,,Kolbenmaschine,,connecting rod
multimeter,,electrical apparatus,,Continuity tester
multimeter,,electrotechnical   measuring instrument,,Continuity tester
multimeter,,measuring instrument,,Continuity tester
tracked vehicle,,land vehicle,,continuous track
tracked vehicle,,land vehicle,,continuous track
half-track,,military vehicle,,continuous track
half-track,,military vehicle,,continuous track
half-track,,military vehicle,,continuous track
half-track,,off-road vehicle,,continuous track
half-track,,off-road vehicle,,continuous track
half-track,,off-road vehicle,,continuous track
ICE 4,,electric multiple unit,,control car
ICE 4,,electric multiple unit,,control car
push-pull rake,,railway rake,,control car
push-pull rake,,railway rake,,control car
biscuit tin,,box,,cookie
biscuit tin,,food storage container,,cookie
biscuit tin,,tin can,,cookie
gable with cornice,,facade,,cornice
carriage,,horse-drawn vehicle,,coupe
carriage,,horse-drawn vehicle,,coupe
arm armor,,armor component,,couter
arm armor,,armor component,,couter
arm armor,,body armor,,couter
plate armour,,body armor,,couter
arm armor,,body armor,,couter
plate armour,,body armor,,couter
electric locomotive,,electric vehicle,,current collector
electric locomotive,,electric vehicle,,current collector
electric locomotive,,locomotive,,current collector
electric locomotive,,locomotive,,current collector
tramcar,,motor vehicle,,current collector
tramcar,,motor vehicle,,current collector
tramcar,,railroad car,,current collector
tramcar,,railroad car,,current collector
tramcar,,rolling stock,,current collector
tramcar,,rolling stock,,current collector
divan,,couch,,cushion
tableware,,kitchenware,,cutlery
tableware,,kitchenware,,cutlery
tableware,,manufactured object,,cutlery
tableware,,manufactured object,,cutlery
tableware,,product,,cutlery
tableware,,product,,cutlery
reaper,,harvesting machine,,cutting tool
revolver,,handgun,,cylinder
single-cylinder engine,,reciprocating engine,,cylinder
reciprocating engine,,engine-generator,,cylinder block
reciprocating engine,,internal combustion engine,,cylinder block
reciprocating engine,,Kolbenmaschine,,cylinder block
reciprocating engine,,engine-generator,,cylinder head
reciprocating engine,,internal combustion engine,,cylinder head
reciprocating engine,,Kolbenmaschine,,cylinder head
20 de Julio-class destroyer,,Halland-class destroyer,,DA-02
20 de Julio-class destroyer,,Halland-class destroyer,,DA-02
20 de Julio-class destroyer,,Halland-class destroyer,,DA-02
automobile,,motor vehicle,,dashboard
automobile,,motor vehicle,,dashboard
laptop,,mobile device,,data storage
laptop,,personal computer,,data storage
desktop computer,,personal computer,,data storage
spot card,,playing card,,Daus
spot card,,playing card,,Daus
DB V 160 family,,diesel-hydraulic locomotive,,DB Class 210
DB V 160 family,,diesel-hydraulic locomotive,,DB Class 210
DB V 160 family,,diesel-hydraulic locomotive,,DB Class 215
DB V 160 family,,diesel-hydraulic locomotive,,DB Class 215
DB V 160 family,,diesel-hydraulic locomotive,,DB Class 218
DB V 160 family,,diesel-hydraulic locomotive,,DB Class 218
DB V 160 family,,diesel-hydraulic locomotive,,DB Class V 160
DB V 160 family,,diesel-hydraulic locomotive,,DB Class V 160
DB V 160 family,,diesel-hydraulic locomotive,,DB Class V 162
DB V 160 family,,diesel-hydraulic locomotive,,DB Class V 162
DB V 160 family,,diesel-hydraulic locomotive,,DB Class V 169
DB V 160 family,,diesel-hydraulic locomotive,,DB Class V 169
DB V 160 family,,diesel-hydraulic locomotive,,DBAG Class 225
DB V 160 family,,diesel-hydraulic locomotive,,DBAG Class 225
C and D-class destroyer,,destroyer,,D-class destroyer
C and D-class destroyer,,destroyer,,D-class destroyer
C and D-class destroyer,,destroyer,,D-class destroyer
Major Arcana,,playing card,,Death
Major Arcana,,playing card,,Death
AlphaStation,,workstation,,DEC Alpha
Noah's Ark and the Ark Rock wrecks,,inshore dive site,,Degaussing range
Noah's Ark and the Ark Rock wrecks,,inshore dive site,,Degaussing range
Noah's Ark and the Ark Rock wrecks,,recreational dive site,,Degaussing range
Noah's Ark and the Ark Rock wrecks,,recreational dive site,,Degaussing range
Noah's Ark and the Ark Rock wrecks,,shipwreck,,Degaussing range
Noah's Ark and the Ark Rock wrecks,,shipwreck,,Degaussing range
Avro Vulcan,,quadjet,,delta wing
Avro Vulcan,,quadjet,,delta wing
Avro Vulcan,,quadjet,,delta wing
Avro Vulcan,,strategic bomber,,delta wing
Avro Vulcan,,strategic bomber,,delta wing
Avro Vulcan,,strategic bomber,,delta wing
diaphragm pump,,pump,,diaphragm
stapler,,hand tool,,die
stapler,,office supply,,die
diesel-electric locomotive,,diesel locomotive,,diesel-electric transmission
diesel-electric locomotive,,diesel locomotive,,diesel-electric transmission
diesel-electric submarine,,submarine,,diesel-electric transmission
diesel-electric submarine,,submarine,,diesel-electric transmission
carburetor,,device,,Diffuser
carburetor,,engine fuel system,,Diffuser
digital audio workstation,,digital audio editor,,digital audio editor
digital audio workstation,,music workstation,,digital audio editor
iPhone 7,,iPhone,,digital camera
Google Glass,,smartglasses,,digital camera
Google Glass,,smartglasses,,digital camera
Sea Gladiator,,Gladiator,,dinghy
Sea Gladiator,,Gladiator,,dinghy
Sea Gladiator,,Gladiator,,dinghy
Ryobi RS280VS,,orbital sander,,disk
Porter Cable 333,,orbital sander,,disk
Ryobi RS2418,,orbital sander,,disk
Bosch 1295DVS,,orbital sander,,disk
Ryobi CFS1501,,orbital sander,,disk
DeWalt DW421,,orbital sander,,disk
Ridgid R2610,,orbital sander,,disk
Ryobi RS280VS,,power tool,,disk
Porter Cable 333,,power tool,,disk
Ryobi RS2418,,power tool,,disk
Bosch 1295DVS,,power tool,,disk
Ryobi CFS1501,,power tool,,disk
DeWalt DW421,,power tool,,disk
Ridgid R2610,,power tool,,disk
measuring instrument,,measurement tool,,Display device
mobile phone,,mobile device,,Display device
measuring instrument,,standard,,Display device
mobile phone,,telephone,,Display device
measuring instrument,,tool,,Display device
berlin,,coach,,door
landau,,coach,,door
berlin,,coach,,door
landau,,coach,,door
tramcar,,motor vehicle,,door
tramcar,,motor vehicle,,door
tramcar,,railroad car,,door
tramcar,,railroad car,,door
tramcar,,rolling stock,,door
tramcar,,rolling stock,,door
berlin,,vis-à-vis,,door
landau,,vis-à-vis,,door
barouche,,vis-à-vis,,door
berlin,,vis-à-vis,,door
landau,,vis-à-vis,,door
barouche,,vis-à-vis,,door
door,,architectural element,,door handle
door,,device,,door handle
coloratura soprano,,,,dramatic coloratura soprano
coloratura soprano,,soprano,,dramatic coloratura soprano
coloratura soprano,,Soubrette,,dramatic coloratura soprano
tableware,,kitchenware,,drinking glass
tableware,,kitchenware,,drinking glass
tableware,,manufactured object,,drinking glass
tableware,,manufactured object,,drinking glass
tableware,,product,,drinking glass
tableware,,product,,drinking glass
screwdriver,,hand tool,,Drive Axle
screwdriver,,tool,,Drive Axle
Drive Axle,,machine element,,drive shaft
LNER Class A4,,tender locomotive,,driving wheel
LNER Class A4,,tender locomotive,,driving wheel
Noah's Ark and the Ark Rock wrecks,,inshore dive site,,Eastern wreck
Noah's Ark and the Ark Rock wrecks,,inshore dive site,,Eastern wreck
Noah's Ark and the Ark Rock wrecks,,recreational dive site,,Eastern wreck
Noah's Ark and the Ark Rock wrecks,,recreational dive site,,Eastern wreck
Noah's Ark and the Ark Rock wrecks,,shipwreck,,Eastern wreck
Noah's Ark and the Ark Rock wrecks,,shipwreck,,Eastern wreck
Echo-class submarine,,cruise missile submarine,,Echo I class submarine
Echo-class submarine,,cruise missile submarine,,Echo I class submarine
Echo-class submarine,,cruise missile submarine,,Echo I class submarine
Echo-class submarine,,cruise missile submarine,,Echo II class submarine
Echo-class submarine,,cruise missile submarine,,Echo II class submarine
Echo-class submarine,,cruise missile submarine,,Echo II class submarine
E and F-class destroyer,,destroyer,,E-class destroyer
E and F-class destroyer,,destroyer,,E-class destroyer
E and F-class destroyer,,destroyer,,E-class destroyer
carburetor,,device,,Economizer
carburetor,,engine fuel system,,Economizer
Eggplant Papucaki,,plate,,eggplant
Eggplant Papucaki,,plate,,eggplant
Mistral class amphibious assault ship,,landing helicopter dock,,Egyptian ship Anwar El Sadat
Mistral class amphibious assault ship,,landing helicopter dock,,Egyptian ship Anwar El Sadat
Mistral class amphibious assault ship,,landing helicopter dock,,Egyptian ship Anwar El Sadat
Mistral class amphibious assault ship,,landing helicopter dock,,Egyptian ship Gamal Abdel Nasser
Mistral class amphibious assault ship,,landing helicopter dock,,Egyptian ship Gamal Abdel Nasser
Mistral class amphibious assault ship,,landing helicopter dock,,Egyptian ship Gamal Abdel Nasser
spot card,,playing card,,eight
spot card,,playing card,,eight
Xian H-6,,Tu-16,,ejection seat
Xian H-6,,Tu-16,,ejection seat
Xian H-6,,Tu-16,,ejection seat
Reaction wheel,,actuator,,electric motor
tramcar,,motor vehicle,,electric motor
tramcar,,motor vehicle,,electric motor
tramcar,,railroad car,,electric motor
tramcar,,railroad car,,electric motor
tramcar,,rolling stock,,electric motor
tramcar,,rolling stock,,electric motor
incandescent light bulb,,electric light,,electrical filament
sun sensor,,navigational instrument,,electronic circuit
sun sensor,,sensor,,electronic circuit
electronic machine,,machine,,electronic component
calculator,,electronic device,,electronic visual display
calculator,,,,electronic visual display
calculator,,tool,,electronic visual display
power seat,,car seat,,electronics
Beinkamm,,comb,,elephant ivory
Beinkamm,,tool,,elephant ivory
EMD GP-units,,diesel-electric locomotive,,EMD GP18
EMD GP-units,,diesel-electric locomotive,,EMD GP18
EMD GP-units,,diesel-electric locomotive,,EMD GP20
EMD GP-units,,diesel-electric locomotive,,EMD GP20
EMD GP-units,,diesel-electric locomotive,,EMD GP28
EMD GP-units,,diesel-electric locomotive,,EMD GP28
EMD GP-units,,diesel-electric locomotive,,EMD GP30
EMD GP-units,,diesel-electric locomotive,,EMD GP30
EMD GP-units,,diesel-electric locomotive,,EMD GP35
EMD GP-units,,diesel-electric locomotive,,EMD GP35
EMD GP-units,,diesel-electric locomotive,,EMD GP38
EMD GP-units,,diesel-electric locomotive,,EMD GP38
EMD GP-units,,diesel-electric locomotive,,EMD GP38-2
EMD GP-units,,diesel-electric locomotive,,EMD GP38-2
EMD GP-units,,diesel-electric locomotive,,EMD GP38AC
EMD GP-units,,diesel-electric locomotive,,EMD GP38AC
EMD GP-units,,diesel-electric locomotive,,EMD GP39
EMD GP-units,,diesel-electric locomotive,,EMD GP39
EMD GP-units,,diesel-electric locomotive,,EMD GP39-2
EMD GP-units,,diesel-electric locomotive,,EMD GP39-2
EMD GP-units,,diesel-electric locomotive,,EMD GP39DC
EMD GP-units,,diesel-electric locomotive,,EMD GP39DC
EMD GP-units,,diesel-electric locomotive,,EMD GP39X
EMD GP-units,,diesel-electric locomotive,,EMD GP39X
EMD GP-units,,diesel-electric locomotive,,EMD GP40
EMD GP-units,,diesel-electric locomotive,,EMD GP40
EMD GP-units,,diesel-electric locomotive,,EMD GP40-2
EMD GP-units,,diesel-electric locomotive,,EMD GP40-2
EMD GP-units,,diesel-electric locomotive,,EMD GP40X
EMD GP-units,,diesel-electric locomotive,,EMD GP40X
EMD GP-units,,diesel-electric locomotive,,EMD GP49
EMD GP-units,,diesel-electric locomotive,,EMD GP49
EMD GP-units,,diesel-electric locomotive,,EMD GP50
EMD GP-units,,diesel-electric locomotive,,EMD GP50
EMD GP-units,,diesel-electric locomotive,,EMD GP59
EMD GP-units,,diesel-electric locomotive,,EMD GP59
EMD GP-units,,diesel-electric locomotive,,EMD GP60
EMD GP-units,,diesel-electric locomotive,,EMD GP60
EMD GP-units,,diesel-electric locomotive,,EMD GP7
EMD GP-units,,diesel-electric locomotive,,EMD GP7
EMD GP-units,,diesel-electric locomotive,,EMD GP9
EMD GP-units,,diesel-electric locomotive,,EMD GP9
EMD SD-units,,diesel-electric locomotive,,EMD SD18
EMD SD-units,,diesel-electric locomotive,,EMD SD18
EMD SD-units,,diesel-electric locomotive,,EMD SD24
EMD SD-units,,diesel-electric locomotive,,EMD SD24
EMD SD-units,,diesel-electric locomotive,,EMD SD35
EMD SD-units,,diesel-electric locomotive,,EMD SD35
EMD SD-units,,diesel-electric locomotive,,EMD SD38
EMD SD-units,,diesel-electric locomotive,,EMD SD38
EMD SD-units,,diesel-electric locomotive,,EMD SD38-2
EMD SD-units,,diesel-electric locomotive,,EMD SD38-2
